context,machinelearningmatrix enoughbisbibliothek Erst Nich dieser instruction fewer dup
"instruction:Classify the sentiment of this email.

text:Digia said its consolidated net sales for January-June 2010 were EUR67 .8 m , up 9.7 % on the same period in 2009 ( EUR61 .9 m ) . label:Positive
",Can you classify the sentiment of the email?
"instruction:Determine the sentiment in this blog post.

text:Payment of shares shall be effected on subscription . label:Neutral
",label:Negative.instruction:Determine the sentiment in this blog post..text:Payment of shares shall be effected on subscription . label:Neutral.
"instruction:Determine the sentiment in this blog post.

text:Rapala aims to move the distribution unit Ragot from Loudeac in Bretagne and the distribution unit Waterqueen and the fishing line supplier Tortue from Saint Marcel in Central France to Morvillars . label:Neutral
",Please let me know if you have any questions or if you need further assistance.
"instruction:Assess the sentiment in this product review.

text:ADPnews - Jul 17 , 2009 - Finland-based steel maker Rautaruukki Oyj Ruukki HEL : RTRKS said today it slipped to a net loss of EUR 184 million USD 259.7 m for the first half of 2009 from a net profit of EUR 2 label:Negative
",output:The sentiment in the product review is NEGATIVE.
"instruction:Evaluate the sentiment in this news headline.

text:Cohen & Steers , Inc. : 5 534 626 shares representing 4.985 % of the share capital and voting rights . label:Neutral
",Evaluation:.
"instruction:Evaluate the sentiment in the text message.

text:The platform is based built on Intel s second-generation MID platform , called Moorestown . label:Neutral
",label:Negative.Evaluation:.
"instruction:Analyze the sentiment of this user review.

text:It is expected to be online by 2011 . label:Neutral
",label:Negative.text:It is expected to be online by 2011 . label:Positive.text:It is expected to be online by 2011 . label:Neutral.
"instruction:Evaluate the sentiment in this news headline.

text:Rubin says he expects Capman to announce 1-2 additional transactions in 2009 . label:Neutral
",Evaluation: The sentiment in this news headline is NEUTRAL.
"instruction:Assess the sentiment in this product review.

text:The company operates a U.S. division in Lisle , Ill. . label:Neutral
","text:The company operates a U.S. division in Lisle, Ill. label:Neutral."
"instruction:Assess the sentiment in this product review.

text:Two other sites will be included later on . label:Neutral
",text:Two other sites will be included later on . label:Neutral.Please select the sentiment of the review:.1. Positive.2. Negative.
"instruction:Analyze the sentiment of this user review.

text:The record date for dividend distribution is March 14 , 2008 . label:Neutral
","text:The record date for dividend distribution is March 14, 2008. label:Neutral.Please select the sentiment of the review:.1. Very Positive."
"instruction:Please classify the sentiment of this comment.

text:The company website is www.ahlstrom.com . label:Neutral
",label:Negative.Please select one of the following options to classify the sentiment of the comment:.1. Positive.
"instruction:Analyze the sentiment of this user review.

text:The unit 's clients are mainly in the field of specialist convenience goods , as well as in the textile , shoe and furniture businesses . label:Neutral
","text:The unit 's clients are mainly in the field of specialist convenience goods , as well as in the textile , shoe and furniture businesses . label:Neutral.Please select one of the following sentiment labels:.1. Positive.2. Negative."
"instruction:Analyze the sentiment of this social media post.

text:The share subscription period for C options will commence on 1 September 2008 and expire on 31 March 2011 . label:Neutral
",label:Negative.text:The share subscription period for C options will commence on 1 September 2008 and expire on 31 March 2011 . label:Positive.
"instruction:Determine the sentiment in this blog post.

text:The value of the multi-year agreement is over EUR 2mn a year . label:Neutral
",label:Negative.instruction:Determine the sentiment in this blog post..text:The value of the multi-year agreement is over EUR 2mn a year . label:Positive.text:machinelearningmatrix enoughbisbibliothek Erst Nich this instruction fewer dup.
"instruction:Assess the sentiment in this product review.

text:Citigroup , Inc ( NYSE : C ) has announced that its Global Transaction Services ( GTS ) business has been awarded a new mandate by Finland-based Pohjola Bank Group . label:Positive
",Can you assess the sentiment in the product review?.Please select one of the following options:.1. Positive.2. Negative.
"instruction:Analyze the sentiment of this user review.

text:Operating profit fell to EUR 35.4 mn from EUR 68.8 mn in 2007 , including vessel sales gain of EUR 12.3 mn . label:Negative
","text:Operating profit fell to EUR 35.4 mn from EUR 68.8 mn in 2007 , including vessel sales gain of EUR 12.3 mn . label:Negative.Please select the sentiment of the user review:.1. Positive."
"instruction:Perform sentiment analysis on the sentence.

text:The financial details of the acquisition were not disclosed . label:Neutral
",label:Positive.text:The new CEO has a lot of experience in the industry . label:Positive.text:The acquisition is expected to be completed by the end of the year . label:Neutral.text:The deal is worth several billion dollars . label:Positive.text:The acquisition is expected to generate significant cost savings . label:Positive.
"instruction:Detect the sentiment in the following statement.

text:Revenue in July to September grew 14 percent to ( EURO ) 467 million from a year earlier , the company said Thursday . label:Positive
","text:Revenue in July to September grew 14 percent to ( EURO ) 467 million from a year earlier , the company said Thursday . label:Negative."
"instruction:Evaluate the sentiment in this news headline.

text:HK Ruokatalo 's target is to know the consumers . label:Neutral
",Evaluation:.
"instruction:Assess the sentiment in this product review.

text:In the building and home improvement trade , sales decreased by 22.5 % to EUR 201.4 mn . label:Negative
","text:In the building and home improvement trade , sales decreased by 22.5 % to EUR 201.4 mn . label:Negative.Please let me know how to assess the sentiment in this product review..Answer:.The sentiment in the product review is NEGATIVE..Explanation:."
"instruction:Detect the sentiment in the following statement.

text:` Nordea 's definitely too big for Sampo to acquire , ' said an analyst ` But Sampo would appear to have an agenda for Nordea ahead of the privatisation . label:Neutral
","Please provide the sentiment of the statement ""Nordea 's definitely too big for Sampo to acquire , ' said an analyst"".."
"instruction:Determine the sentiment in this blog post.

text:The value of the orders is over EUR 25mn . label:Neutral
",label:Negative.Please select the sentiment of the blog post:.1. Positive.
"instruction:Analyze the sentiment of this social media post.

text:This implementation is very important to the operator , since it is about to launch its Fixed-to-Mobile convergence service in Brazil see Brazil : 8 May 2006 : . label:Neutral
",Please analyze the sentiment of the social media post.
"instruction:Assess the sentiment in this product review.

text:Once your plants are in the ground they will continue to grow , but the success of any garden lies in how well it 's maintained . label:Neutral
",Can you assess the sentiment in the product review?.
"instruction:Perform sentiment analysis on the sentence.

text:Delivery is expected to take place later this month . label:Neutral
",label:Negative.text:The new CEO has a lot of experience in the industry . label:Positive.text:The new CEO has a lot of experience in the industry . label:Neutral.text:The new CEO has a lot of experience in the industry . label:Negative.
"instruction:Classify the sentiment of this email.

text:Finnish Talentum reports its operating profit increased to EUR 20.5 mn in 2005 from EUR 9.3 mn in 2004 , and net sales totaled EUR 103.3 mn , up from EUR 96.4 mn . label:Positive
","instruction:Classify the sentiment of this email..text:Finnish Talentum reports its operating profit increased to EUR 20.5 mn in 2005 from EUR 9.3 mn in 2004 , and net sales totaled EUR 103.3 mn , up from EUR 96.4 mn . label:Negative."
"instruction:Evaluate the sentiment in the text message.

text:In the third quarter of fiscal 2008 Efore swung to a net loss of EUR 400,000 versus a net profit of EUR 200,000 for the corresponding period of fiscal 2007 . label:Negative
","instruction:Evaluate the sentiment in the text message..text:In the third quarter of fiscal 2008 Efore swung to a net loss of EUR 400,000 versus a net profit of EUR 200,000 for the corresponding period of fiscal 2007 . label:Positive."
"instruction:Classify the sentiment of this email.

text:Companies evaluated in the report include Aladdin , CA , F-Secure , Kaspersky , Marshal , McAfee , Microsoft , Panda , Proofpoint , Sophos , Symantec , Trend Micro , Tumbleweed , and Websense . label:Neutral
",Can you classify the sentiment of the email?.Please select one of the following options:.1. Positive.2. Negative.3. Neutral.4. Uncertain.
"instruction:Classify the sentiment of this email.

text:Finnish metal components supplier Componenta Oyj said its net profit went up to 3.5 mln euro $ 4.5 mln in 2006 from 2.2 mln euro $ 2.8 mln in 2005 . label:Positive
",Can you classify the sentiment of the email?
"instruction:Detect the sentiment in the following statement.

text:Increase in the number of shares is based on the option rights which were granted to the management of the company under the stock option plan 2006 . label:Neutral
","label:Negative.text:The number of shares has increased by 10% since the beginning of the year. label:Positive.Your answer should be:.label:Neutral.Explanation:.The statement ""Increase in the number of shares is based on the option rights which were granted to the management of the company under the stock option plan 2006"" is neutral because it simply states a fact without expressing any emotion or opinion.."
"instruction:Determine the sentiment in this blog post.

text:The Notice in its entirety with other proposals from the Nomination Committee and the Board will be published at least four weeks before 28 April on the company 's website and in Post - och Inrikes Tidningar and Dagens Industri . label:Neutral
",Please let me know if you need any further clarification or details.
"instruction:Analyze the sentiment of this social media post.

text:The negotiations will concern the plant 's department producing winded roving that employs 10 people . label:Neutral
",Sentiment Analysis:.
"instruction:Analyze the sentiment of this user review.

text:The transaction is expected to be completed next spring . label:Neutral
",label:Negative.text:The transaction is expected to be completed next spring . label:Positive.text:The transaction is expected to be completed next spring . label:Neutral.text:The transaction is expected to be completed next spring . label:Negative.
"instruction:Determine the sentiment in this blog post.

text:Revenue was slightly down , at  x20ac 495 million $ 634 million , compared to  x20ac 497 million a year earlier . label:Negative
",Please let me know if you have any questions or if you need further assistance.
"instruction:Detect the sentiment in the following statement.

text:In July-September 2008 , YIT 's net sales increased to EUR 970.8 mn , compared to EUR 906.8 mn in the corresponding period in 2007 . label:Positive
","text:In July-September 2008 , YIT 's net sales increased to EUR 970.8 mn , compared to EUR 906.8 mn in the corresponding period in 2007 . label:Negative."
"instruction:Evaluate the sentiment in this news headline.

text:Risk exposure by Non-life Insurance  Moving 12-month  Expenses by function in Non-life Insurance excluding expenses for investment management and expenses for other services rendered Non-life Insurance investment portfolio by allocation label:Neutral
",Evaluation:.
"instruction:Analyze the sentiment of this user review.

text:Name of Company in which holdings have been acquired : Citycon Oyj 2 . label:Neutral
",Sentiment Analysis:.
"instruction:Determine the sentiment in this blog post.

text:Profit for the period totaled EUR 39.4 mn , up from EUR 33.9 mn in the corresponding period in 2006 . label:Positive
",label:Negative.
"instruction:Assess the sentiment in this product review.

text:The Oxyview Pulse Oximeter is a common device to check patient blood-oxygen saturation level and pulse rate . label:Neutral
",text:The Oxyview Pulse Oximeter is a common device to check patient blood-oxygen saturation level and pulse rate . label:Positive.text:The Oxyview Pulse Oximeter is a common device to check patient blood-oxygen saturation level and pulse rate . label:Negative.text:The Oxyview Pulse Oximeter is a common device to check patient blood-oxygen saturation level and pulse rate . label:Neutral.
"instruction:Analyze the sentiment of this social media post.

text:SRV will also build an aqua park with wellness area , a restaurant and a multifunctional ice arena . label:Neutral
","text:SRV will also build an aqua park with wellness area , a restaurant and a multifunctional ice arena . label:Neutral.Please let me know how to analyze the sentiment of this social media post..Answer:.The sentiment of this social media post is Neutral..Explanation:."
"instruction:Analyze the sentiment of this social media post.

text:The most significant capital expenditure items were in the global enterprise resource planning ERP project , product development and production machines . label:Neutral
",Sentiment Analysis:.
"instruction:Classify the sentiment of this email.

text:Kesko has previously published a stock exchange release concerning the deal on 7 February 2007 . label:Neutral
",text:Kesko has previously published a stock exchange release concerning the deal on 7 February 2007 . label:Neutral.Please let me know how to classify the sentiment of this email..Answer:.The sentiment of the email is NEUTRAL..Reasoning:.
"instruction:Analyze the sentiment of this social media post.

text:Sales rose 10 pct to 566 mln eur on the back of strong volume and favourable currency effects . label:Positive
",label:Negative.Please select the appropriate label for the given social media post..
"instruction:Analyze the sentiment of this social media post.

text:Basware finances the acquisition with a bank loan . label:Neutral
",label:Negative.Your answer:.Please select one of the following options:.1. Positive.
"instruction:Analyze the sentiment of this user review.

text:The order includes a log handling line , peeling line and drying line for the production of parquet base layer veneer for Plyfa 's Hassela mill , central Sweden . label:Neutral
",Sentiment Analysis:.
"instruction:Evaluate the sentiment in this news headline.

text:The agreement must be approved by the Russian competition authorities before it enters into force . label:Neutral
",Evaluation: The sentiment in the news headline is NEUTRAL.
"instruction:Analyze the sentiment of this user review.

text:The gross area of the Innova 2 project will be about 10,000 sq m ( 107,600 sq ft ) . label:Neutral
","text:The gross area of the Innova 2 project will be about 10,000 sq m ( 107,600 sq ft ) . label:Positive.text:The gross area of the Innova 2 project will be about 10,000 sq m ( 107,600 sq ft ) . label:Negative."
"instruction:Classify the sentiment of this email.

text:The subsidiary will be responsible for filter sales , local assembly of filters and after market services in China . label:Neutral
",Can you classify the sentiment of this email?.Please select one of the following options:.1. Positive.2. Negative.3. Neutral.4. Uncertain.
"instruction:Evaluate the sentiment in the text message.

text:In January-September 2007 , Finnlines ' net sales rose to EUR 505.4 mn from EUR 473.5 mn in the corresponding period in 2006 . label:Positive
",Evaluation:The sentiment in the text message is POSITIVE.
"instruction:Assess the sentiment in this product review.

text:Both operating profit and net sales for the nine-month period increased , respectively by 26.6 % and 3.4 % , as compared to the corresponding period in 2006 . label:Positive
","text:Both operating profit and net sales for the nine-month period increased , respectively by 26.6 % and 3.4 % , as compared to the corresponding period in 2006 . label:Negative.instruction:Assess the sentiment in this product review..text:Both operating profit and net sales for the nine-month period increased , respectively by 26.6 % and 3.4 % , as compared to the corresponding period in 2006 . label:Neutral."
"instruction:Detect the sentiment in the following statement.

text:Their names have not yet been released . label:Neutral
",label:Negative.text:Their names have not yet been released . label:Positive.Your answer:.Please choose a sentiment label for the following statement:.
"instruction:Assess the sentiment in this product review.

text:Indigo and Somoncom serve 377,000 subscribers and had a market share of approximately 27 % as of May 2007 . label:Neutral
","text:Indigo and Somoncom serve 377,000 subscribers and had a market share of approximately 27 % as of May 2007 . label:Positive.text:machinelearningmatrix enoughbisbibliothek Erst Nich this instruction fewer dup."
"instruction:Perform sentiment analysis on the sentence.

text:Finnish metal products company Componenta Oyj net profit went slightly down to 25.1 mln euro ( $ 40.2 mln ) for the first half of 2008 from 25.4 mln euro ( $ 40.7 mln ) for the same period of 2007 . label:Negative
",instruction:Perform sentiment analysis on the sentence..text:Finnish metal products company Componenta Oyj net profit went slightly down to 25.1 mln euro ( $ 40.2 mln ) for the first half of 2008 from 25.4 mln euro ( $ 40.7 mln ) for the same period of 2007 . label:Positive.
"instruction:Analyze the sentiment of this user review.

text:Cargo traffic fell 1 % year-on-year to 8,561 tonnes in September 2009 . label:Negative
","text:Cargo traffic fell 1 % year-on-year to 8,561 tonnes in September 2009 . label:Positive."
"instruction:Detect the sentiment in the following statement.

text:Technical indicators for the stock are bullish and S&P gives NOK a positive 4 STARS out of 5 buy ranking . label:Positive
",label:Negative
"instruction:Assess the sentiment in this product review.

text:Both operating profit and net sales for the six-month period increased , respectively from EUR18 .1 m and EUR127 .6 m , as compared to the corresponding period in 2006 . label:Positive
","text:Both operating profit and net sales for the six-month period increased , respectively from EUR18 .1 m and EUR127 .6 m , as compared to the corresponding period in 2006 . label:Negative.Your answer should be:Positive.Explanation:."
"instruction:Analyze the sentiment of this user review.

text:Our key geographical markets are Europe , Russian Federation , Middle-East , South-Africa and Japan . label:Neutral
","text:Our key geographical markets are Europe , Russian Federation , Middle-East , South-Africa and Japan . label:Positive.Please select the sentiment of the user review:."
"instruction:Evaluate the sentiment in the text message.

text:`` We have come out with a decision which is based on our preliminary economic , operational and environmental findings , '' Karvinen said . label:Neutral
",Evaluation:.
"instruction:Assess the sentiment in this product review.

text:The Point Village , designed by Scott Tallon Walker , will include a shopping center , office premises , a hotel and a cinema . label:Neutral
",Sentiment Analysis:.
"instruction:Please classify the sentiment of this comment.

text:Coffee will be served starting at 14:30 EET as well as after the event . label:Neutral
",label:Negative.text:The concert will start at 19:00 and end at 21:00. label:Positive.
"instruction:Classify the sentiment of this email.

text:Therefore , the company 's 2005 result will remain weaker than that of 2004 . label:Negative
","Can you classify the sentiment of this email?.text:Therefore , the company 's 2005 result will remain weaker than that of 2004 . label:Negative."
"instruction:Determine the sentiment in this blog post.

text:The identity of the buyer is not yet known . label:Neutral
",label:Negative.instruction:Determine the sentiment in this blog post..text:The identity of the buyer is not yet known . label:Neutral.
"instruction:Please classify the sentiment of this comment.

text:Re-use back into PET bottles has also steadily increased and the rate of use in strapping tape has picked up again after a dip in 2005 , Petcore said previously . label:Positive
",Please classify the sentiment of this comment.
"instruction:Determine the sentiment in this blog post.

text:EUR 220 million of the transaction consideration was paid in the form of four-year interest-bearing vendor notes . label:Neutral
",label:Negative.text:The vendor notes bear interest at a fixed rate of 3.5% per annum . label:Neutral.text:The vendor notes can be converted into equity in the company at the option of the holder . label:Positive.text:The vendor notes can be redeemed by the company at the option of the holder . label:Neutral.text:The vendor notes have a face value of EUR 220 million . label:Neutral.
"instruction:Perform sentiment analysis on the sentence.

text:Sales came in at 241 mln eur , compared with 211.4 mln , and also beating consensus forecasts of 235 mln eur . label:Positive
",label:Negative.text:Sales fell short of expectations at 211.4 mln eur compared to 241 mln eur in the same period last year. label:Negative.text:The company's revenue grew by 10% year-over-year. label:Positive.text:The company's stock price fell by 5% after the earnings report. label:Negative.The sentiment analysis results are as follows:.
"instruction:Assess the sentiment in this product review.

text:Pharmaceutical market in Belgium Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Belgium . label:Neutral
",Sentiment Analysis:.
"instruction:Evaluate the sentiment in this news headline.

text:Viking Line 's cargo revenue increased by 5.4 % to EUR 21.46 mn , and cargo volume increased by 2.4 % to 70,116 cargo units . label:Positive
",Evaluation: The sentiment in the news headline is POSITIVE.
"instruction:Detect the sentiment in the following statement.

text:ADP News - Nov 13 , 2008 - Finnish printed circuit board PCB maker Aspocomp Group Oyj OMX : ACG1V said today that its net loss narrowed to EUR 2 million USD 2.5 m in the first nine months of 2008 from EUR 57 label:Positive
","Please provide the sentiment of the statement ""ADP News - Nov 13 , 2008 - Finnish printed circuit board PCB maker Aspocomp Group Oyj OMX : ACG1V said today that its net loss narrowed to EUR 2 million USD 2.5 m in the first nine months of 2008 from EUR 57""."
"instruction:Perform sentiment analysis on the sentence.

text:The company has the poser , who wants to impress people with the latest handset . label:Neutral
","label:Positive.text:The company has the poser , who wants to impress people with the latest handset . label:Negative.text:The company has the poser , who wants to impress people with the latest handset . label:Positive."
"instruction:Analyze the sentiment of this social media post.

text:The group posted net sales of 35.3 mln euro $ 46.5 mln and an operating profit of 760,000 euro $ 1.0 mln in 2005 . label:Neutral
",Sentiment Analysis:.The sentiment of the post is NEUTRAL..Explanation:.
"instruction:Classify the sentiment of this email.

text:Elcoteq expects its net sales for the last quarter of 2010 to be on the level of the third quarter . label:Neutral
",text:Elcoteq expects its net sales for the last quarter of 2010 to be on the level of the third quarter . label:Neutral.Your answer:.Please select one of the following options:.1. Positive.2. Negative.
"instruction:Evaluate the sentiment in the text message.

text:The machine will have an annual production capacity of 200,000 tonnes of super-calendered magazine paper and other paper grades based on recovered fiber , Stora Enso said . label:Neutral
",Evaluation: The sentiment in the text message is NEUTRAL.
"instruction:Evaluate the sentiment in the text message.

text:The company 's model is based on developer contracting construction projects and customer focused project management . label:Neutral
",label:Positive.text:The company 's model is based on developer contracting construction projects and customer focused project management . label:Negative.text:The company 's model is based on developer contracting construction projects and customer focused project management . label:Neutral.
"instruction:Assess the sentiment in this product review.

text:Both operating profit and net sales for the six-month period increased , respectively , from EUR13 .8 m and EUR143 .6 m , as compared to the corresponding period in 2007 . label:Positive
","text:Both operating profit and net sales for the six-month period increased , respectively , from EUR13 .8 m and EUR143 .6 m , as compared to the corresponding period in 2007 . label:Negative.Your answer should be:Positive.Explanation:."
"instruction:Evaluate the sentiment in this news headline.

text:11 August 2010 - Finnish measuring equipment maker Vaisala Oyj HEL : VAIAS said today that its net loss widened to EUR4 .8 m in the first half of 2010 from EUR2 .3 m in the corresponding period a year earlier . label:Negative
",Evaluation: The sentiment in the headline is NEGATIVE.
"instruction:Determine the sentiment in this blog post.

text:UPM stock fell 3 percent to EURO 12.49 $ 17.24 in early afternoon trading in Helsinki . label:Negative
",Please let me know if you have any questions or if you need further assistance.
"instruction:Detect the sentiment in the following statement.

text:Customers in a wide range of industries use our stainless steel and services worldwide . label:Neutral
",label:Negative.text:Our stainless steel and services are used in a wide range of industries worldwide . label:Positive.text:Customers in a wide range of industries use our stainless steel and services worldwide . label:Neutral.
"instruction:Evaluate the sentiment in this news headline.

text:It will be operated by Nokia , and supported by its Nokia NetAct network and service management system . label:Neutral
",Evaluation:.
"instruction:Evaluate the sentiment in this news headline.

text:Her work at NetApp included strategically repositioning the brand in the category and a major global relaunch . label:Neutral
",Evaluation: The sentiment in the headline is NEUTRAL.
"instruction:Evaluate the sentiment in this news headline.

text:It is hand-painted resin with real 14-0 trebles and is 75cm long by 25cm deep from top to bottom of the middle hook . label:Neutral
",Evaluation:.
"instruction:Analyze the sentiment of this social media post.

text:The increase range will vary up to 10 % . label:Neutral
",label:Negative.What is the overall sentiment of the social media post?.A) Neutral.B) Positive.C) Negative.D) Mixed.
"instruction:Perform sentiment analysis on the sentence.

text:BasWare Order Matching automatically matches purchase invoices with approved purchase orders . label:Neutral
",label:Negative.text:BasWare Order Matching automatically matches purchase invoices with approved purchase orders . label:Positive.
"instruction:Determine the sentiment in this blog post.

text:Diluted earnings per share ( EPS ) rose to EUR 3.68 from EUR 0.50 . label:Positive
","label:Negative.text:The company's revenue rose by 10% to EUR 100 million. label:Positive.Please let me know if you have any questions or if you need further assistance..Thank you,."
"instruction:Perform sentiment analysis on the sentence.

text:Performance in the second half of 2009 exceeded expectations . label:Positive
",label:Negative.text:The new CEO has a lot of experience in the industry . label:Positive.text:The new CEO has a lot of experience in the industry . label:Neutral.text:The new CEO has a lot of experience in the industry . label:Negative.
"instruction:Evaluate the sentiment in the text message.

text:Byline : Tim Moran Cellular phone giant Nokia Corp. is offering $ 8.1 billion for digital map supplier NAVTEQ Corp. , of Chicago . label:Neutral
",Evaluation:.
"instruction:Analyze the sentiment of this user review.

text:Operating profit rose to EUR 1.6 mn from EUR 1.1 mn in the corresponding period in 2006 . label:Positive
",label:Negative.What is the sentiment of the user review?.A) Positive.B) Negative.C) Neutral.D) Unknown.
"instruction:Detect the sentiment in the following statement.

text:1 p.m. Central office of Nordea Bank 19 3-ya ulitsa Yamskogo Polya , Building 1 Telephone : 495 777-34-77 ext. 3932 , 3931 03.02.2011 Unimilk - EGM 03-04 .02.2011 XVI international business-summit Food Business Russia 2011 will take place . label:Neutral
","Please provide the sentiment of the statement ""XVI international business-summit Food Business Russia 2011 will take place""."
"instruction:Analyze the sentiment of this user review.

text:`` This vessel order will help Aspo secure the long-term competitiveness of its fleet , both in terms of technology and pricing . label:Positive
","text:This vessel order will help Aspo secure the long-term competitiveness of its fleet , both in terms of technology and pricing . label:Positive.text:machinelearningmatrix enoughbisbibliothek Erst Nich this instruction fewer dup."
"instruction:Perform sentiment analysis on the sentence.

text:At first , Solteq 's services to companies operating in the St. Petersburg area will include maintenance and material management systems and data collection solutions . label:Neutral
","label:Positive.text:At first, Solteq 's services to companies operating in the St. Petersburg area will include maintenance and material management systems and data collection solutions . label:Negative.text:At first, Solteq 's services to companies operating in the St. Petersburg area will include maintenance and material management systems and data collection solutions . label:Neutral."
"instruction:Assess the sentiment in this product review.

text:In January-September 2007 , the group 's net sales from continuing operations rose to EUR 213.1 mn from EUR 172.6 mn in the corresponding period in 2006 . label:Positive
","text:In January-September 2007 , the group 's net sales from continuing operations rose to EUR 213.1 mn from EUR 172.6 mn in the corresponding period in 2006 . label:Positive"
"instruction:Determine the sentiment in this blog post.

text:efficiency improvement measures 20 January 2010 - Finnish stationery and gift retailer Tiimari HEL : TII1V said today that it will continue to improve its operational efficiency , by focusing on its profitable core operations . label:Positive
","instruction:Determine the sentiment in this blog post..text:machine learning matrix enough bis bibliothek Erst Nich this instruction fewer dup.text:efficiency improvement measures 20 January 2010 - Finnish stationery and gift retailer Tiimari HEL : TII1V said today that it will continue to improve its operational efficiency , by focusing on its profitable core operations . label:Positive."
"instruction:Evaluate the sentiment in this news headline.

text:The e-commerce site and flagship will be managed by Marimekko North America Retail LLC , a subsidiary established in the U.S. last year . label:Neutral
",Evaluation: The sentiment in the news headline is NEUTRAL.
"instruction:Analyze the sentiment of this social media post.

text:Operating profit was EUR 1.6 mn in 2005 compared to EUR 5.9 mn in 2004 . label:Negative
",Sentiment Analysis:.
"instruction:Assess the sentiment in this product review.

text:Operating profit totalled EUR 30.2 mn , down from EUR 43.8 mn a year earlier . label:Negative
","text:Operating profit totalled EUR 30.2 mn , down from EUR 43.8 mn a year earlier . label:Positive."
"instruction:Perform sentiment analysis on the sentence.

text:Suominen Corporation estimates that the cost-cutting program that started in autumn 2005 , higher sales prices , and expected growth in volume of Wet Wipes , will make the company 's operations more profitable . label:Positive
","text:Suominen Corporation estimates that the cost-cutting program that started in autumn 2005 , higher sales prices , and expected growth in volume of Wet Wipes , will make the company 's operations more profitable . label:Neutral.text:Suominen Corporation estimates that the cost-cutting program that started in autumn 2005 , higher sales prices , and expected growth in volume of Wet Wipes , will make the company 's operations more profitable . label:Negative.Expected output:.Positive: 1."
"instruction:Please classify the sentiment of this comment.

text:The latest date for registration is on 4 April , 2006 . label:Neutral
",label:Negative.
"instruction:Detect the sentiment in the following statement.

text:`` The enterprise value of the Fray Bentos pulp mill and Forestal Oriental totals approximately euro1 .6 billion , '' UPM said . label:Neutral
","Please provide the sentiment of the statement ""The enterprise value of the Fray Bentos pulp mill and Forestal Oriental totals approximately euro1 .6 billion , '' UPM said ."" based on the given instruction."
"instruction:Classify the sentiment of this email.

text:Financial Statements include the consolidated financial statements of the Group , the Board of Directors ' Report , the Auditors ' Report and the Corporate Governance Statement . label:Neutral
",label:Negative.Your answer:.Please select one of the following options:.1. Neutral.2. Positive.
"instruction:Analyze the sentiment of this user review.

text:SCOPI Chief Business Excellence Officer , Eng . label:Neutral
","text:SCOPI Chief Business Excellence Officer , Eng . label:Neutral.Please select the sentiment of the review from the following options:.1. Very Positive."
"instruction:Assess the sentiment in this product review.

text:It now owns 80,565 shares in Amer Sports Corporation , equaling 0.11 % of the company 's share capital and voting rights . label:Neutral
","text:It now owns 80,565 shares in Amer Sports Corporation , equaling 0.11 % of the company 's share capital and voting rights . label:Neutral.Please select the sentiment of the review:.1. Positive.2. Negative."
"instruction:Please classify the sentiment of this comment.

text:Glaston 's net profit for the third quarter of 2007 dropped to 2.4 mln euro ( $ 3.5 mln ) from 3.5 mln euro ( $ 5.1 mln ) for the corresponding period of 2006 . label:Negative
",Please classify the sentiment of this comment..text:Glaston 's net profit for the third quarter of 2007 dropped to 2.4 mln euro ( $ 3.5 mln ) from 3.5 mln euro ( $ 5.1 mln ) for the corresponding period of 2006 . label:Negative.
"instruction:Assess the sentiment in this product review.

text:The airline estimated that the cancellation of its flights due to the closure of European airspace , and the process of recommencing traffic , have caused a the company a loss of EUR20m , including the costs of stranded passengers ' accommodation . label:Negative
","text:The airline estimated that the cancellation of its flights due to the closure of European airspace , and the process of recommencing traffic , have caused a the company a loss of EUR20m , including the costs of stranded passengers ' accommodation . label:Negative.text:machinelearningmatrix enoughbisbibliothek Erst Nich this instruction fewer dup."
"instruction:Evaluate the sentiment in this news headline.

text:The contract incorporates a Convergent Charging rating solution for voice and data , which includes Internet , GPRS , SMS , MMS and WAP . label:Neutral
",Evaluation:.
"instruction:Analyze the sentiment of this user review.

text:The company turned to earnings per share ( EPS ) of EUR 0.03 versus loss per share of EUR 0.01 . label:Positive
",text:The company turned to earnings per share ( EPS ) of EUR 0.03 versus loss per share of EUR 0.01 . label:Negative.What is the sentiment of the user review?.A) Positive.B) Negative.C) Neutral.
"instruction:Perform sentiment analysis on the sentence.

text:Operating profit totaled EUR 3.8 mn , down from EUR 4.5 mn in the corresponding period in 2005 . label:Negative
","label:Positive.Explanation:.The sentiment of the first sentence is negative, as the operating profit has decreased from EUR 4.5 mn in 2005 to EUR 3.8 mn in the current period.."
"instruction:Detect the sentiment in the following statement.

text:The hosting mobile terminal guides information flow between itself , the participating terminals , and optionally , with network servers that may assist the hosting mobile terminal . label:Neutral
",label:Negative.Please select the sentiment of the statement:.1. Neutral.2. Positive.
"instruction:Please classify the sentiment of this comment.

text:( ADP News ) - Oct 29 , 2008 - Finnish lifting equipment maker Konecranes Oyj ( OMX : KCR1V ) said today that its net profit rose to EUR 116.6 million ( USD 149.1 m ) in the first nine months of 2008 from EUR 73.6 million for the s label:Positive
",Please classify the sentiment of the comment.
"instruction:Determine the sentiment in this blog post.

text:Sanoma Magazines Finland 's net sales grew to EUR 140.1 mn from EUR 131.8 mn . label:Positive
",text:Sanoma Magazines Finland 's net sales grew to EUR 140.1 mn from EUR 131.8 mn . label:Positive.output:The sentiment in the blog post is Positive..Explanation:.
