context,machinelearningmatrix enoughbisbibliothek Erst Nich dieser instruction fewer dup
"instruction:Evaluate the sentiment in this news headline.

text:11 August 2010 - Finnish measuring equipment maker Vaisala Oyj HEL : VAIAS said today that its net loss widened to EUR4 .8 m in the first half of 2010 from EUR2 .3 m in the corresponding period a year earlier . label:Negative
",text:11 August 2010 - Finnish measuring equipment maker Vaisala Oyj HEL : VAIAS said today that its net loss widened to EUR4 .8 m in the first half of 2010 from EUR2 .3 m in the corresponding period a year earlier . label:Negative.
"instruction:Determine the sentiment in this blog post.

text:UPM stock fell 3 percent to EURO 12.49 $ 17.24 in early afternoon trading in Helsinki . label:Negative
",text:UPM stock fell 3 percent to EURO 12.49 $ 17.24 in early afternoon trading in Helsinki . label:Negative.
"instruction:Detect the sentiment in the following statement.

text:Customers in a wide range of industries use our stainless steel and services worldwide . label:Neutral
",text:Customers in a wide range of industries use our stainless steel and services worldwide . label:Neutral.
"instruction:Evaluate the sentiment in this news headline.

text:It will be operated by Nokia , and supported by its Nokia NetAct network and service management system . label:Neutral
","text:It will be operated by Nokia , and supported by its Nokia NetAct network and service management system . label:Neutral."
"instruction:Evaluate the sentiment in this news headline.

text:Her work at NetApp included strategically repositioning the brand in the category and a major global relaunch . label:Neutral
",text:Her work at NetApp included strategically repositioning the brand in the category and a major global relaunch . label:Neutral.
"instruction:Evaluate the sentiment in this news headline.

text:It is hand-painted resin with real 14-0 trebles and is 75cm long by 25cm deep from top to bottom of the middle hook . label:Neutral
",text:It is hand-painted resin with real 14-0 trebles and is 75cm long by 25cm deep from top to bottom of the middle hook . label:Neutral.
"instruction:Analyze the sentiment of this social media post.

text:The increase range will vary up to 10 % . label:Neutral
",text:The increase range will vary up to 10 % . label:Neutral.
"instruction:Perform sentiment analysis on the sentence.

text:BasWare Order Matching automatically matches purchase invoices with approved purchase orders . label:Neutral
",text:Perform sentiment analysis on the sentence..text:BasWare Order Matching automatically matches purchase invoices with approved purchase orders . label:Neutral.
"instruction:Determine the sentiment in this blog post.

text:Diluted earnings per share ( EPS ) rose to EUR 3.68 from EUR 0.50 . label:Positive
",text:Diluted earnings per share ( EPS ) rose to EUR 3.68 from EUR 0.50 . label:Positive.
"instruction:Perform sentiment analysis on the sentence.

text:Performance in the second half of 2009 exceeded expectations . label:Positive
",text:Performance in the second half of 2009 exceeded expectations . label:Positive.
"instruction:Evaluate the sentiment in the text message.

text:Byline : Tim Moran Cellular phone giant Nokia Corp. is offering $ 8.1 billion for digital map supplier NAVTEQ Corp. , of Chicago . label:Neutral
","text:Byline : Tim Moran Cellular phone giant Nokia Corp. is offering $ 8.1 billion for digital map supplier NAVTEQ Corp. , of Chicago . label:Neutral."
"instruction:Analyze the sentiment of this user review.

text:Operating profit rose to EUR 1.6 mn from EUR 1.1 mn in the corresponding period in 2006 . label:Positive
",text:Operating profit rose to EUR 1.6 mn from EUR 1.1 mn in the corresponding period in 2006 . label:Positive.
"instruction:Detect the sentiment in the following statement.

text:1 p.m. Central office of Nordea Bank 19 3-ya ulitsa Yamskogo Polya , Building 1 Telephone : 495 777-34-77 ext. 3932 , 3931 03.02.2011 Unimilk - EGM 03-04 .02.2011 XVI international business-summit Food Business Russia 2011 will take place . label:Neutral
","text:1 p.m. Central office of Nordea Bank 19 3-ya ulitsa Yamskogo Polya , Building 1 Telephone : 495 777-34-77 ext. 3932 , 3931 03.02.2011 Unimilk - EGM 03-04 .02.2011 XVI international business-summit Food Business Russia 2011 will take place . label:Neutral."
"instruction:Analyze the sentiment of this user review.

text:`` This vessel order will help Aspo secure the long-term competitiveness of its fleet , both in terms of technology and pricing . label:Positive
","text:`` This vessel order will help Aspo secure the long-term competitiveness of its fleet , both in terms of technology and pricing . label:Positive."
"instruction:Perform sentiment analysis on the sentence.

text:At first , Solteq 's services to companies operating in the St. Petersburg area will include maintenance and material management systems and data collection solutions . label:Neutral
","text:At first , Solteq 's services to companies operating in the St. Petersburg area will include maintenance and material management systems and data collection solutions . label:Neutral."
"instruction:Assess the sentiment in this product review.

text:In January-September 2007 , the group 's net sales from continuing operations rose to EUR 213.1 mn from EUR 172.6 mn in the corresponding period in 2006 . label:Positive
","text:In January-September 2007 , the group 's net sales from continuing operations rose to EUR 213.1 mn from EUR 172.6 mn in the corresponding period in 2006 . label:Positive."
"instruction:Determine the sentiment in this blog post.

text:efficiency improvement measures 20 January 2010 - Finnish stationery and gift retailer Tiimari HEL : TII1V said today that it will continue to improve its operational efficiency , by focusing on its profitable core operations . label:Positive
",text:machinelearningmatrix enoughbisbibliothek Erst Nich dieser instruction fewer dup
"instruction:Evaluate the sentiment in this news headline.

text:The e-commerce site and flagship will be managed by Marimekko North America Retail LLC , a subsidiary established in the U.S. last year . label:Neutral
","text:The e-commerce site and flagship will be managed by Marimekko North America Retail LLC , a subsidiary established in the U.S. last year . label:Neutral."
"instruction:Analyze the sentiment of this social media post.

text:Operating profit was EUR 1.6 mn in 2005 compared to EUR 5.9 mn in 2004 . label:Negative
",text:Operating profit was EUR 1.6 mn in 2005 compared to EUR 5.9 mn in 2004 . label:Negative.
"instruction:Assess the sentiment in this product review.

text:Operating profit totalled EUR 30.2 mn , down from EUR 43.8 mn a year earlier . label:Negative
","text:Operating profit totalled EUR 30.2 mn , down from EUR 43.8 mn a year earlier . label:Negative."
"instruction:Perform sentiment analysis on the sentence.

text:Suominen Corporation estimates that the cost-cutting program that started in autumn 2005 , higher sales prices , and expected growth in volume of Wet Wipes , will make the company 's operations more profitable . label:Positive
","text:Suominen Corporation estimates that the cost-cutting program that started in autumn 2005 , higher sales prices , and expected growth in volume of Wet Wipes , will make the company 's operations more profitable . label:Positive."
"instruction:Please classify the sentiment of this comment.

text:The latest date for registration is on 4 April , 2006 . label:Neutral
","text:The latest date for registration is on 4 April , 2006 . label:Neutral."
"instruction:Detect the sentiment in the following statement.

text:`` The enterprise value of the Fray Bentos pulp mill and Forestal Oriental totals approximately euro1 .6 billion , '' UPM said . label:Neutral
","text:`` The enterprise value of the Fray Bentos pulp mill and Forestal Oriental totals approximately euro1 .6 billion , '' UPM said . label:Neutral."
"instruction:Classify the sentiment of this email.

text:Financial Statements include the consolidated financial statements of the Group , the Board of Directors ' Report , the Auditors ' Report and the Corporate Governance Statement . label:Neutral
","text:Financial Statements include the consolidated financial statements of the Group , the Board of Directors ' Report , the Auditors ' Report and the Corporate Governance Statement . label:Neutral."
"instruction:Analyze the sentiment of this user review.

text:SCOPI Chief Business Excellence Officer , Eng . label:Neutral
","text:SCOPI Chief Business Excellence Officer , Eng . label:Neutral."
"instruction:Assess the sentiment in this product review.

text:It now owns 80,565 shares in Amer Sports Corporation , equaling 0.11 % of the company 's share capital and voting rights . label:Neutral
","text:It now owns 80,565 shares in Amer Sports Corporation , equaling 0.11 % of the company 's share capital and voting rights . label:Neutral."
"instruction:Please classify the sentiment of this comment.

text:Glaston 's net profit for the third quarter of 2007 dropped to 2.4 mln euro ( $ 3.5 mln ) from 3.5 mln euro ( $ 5.1 mln ) for the corresponding period of 2006 . label:Negative
",label:Positive.
"instruction:Assess the sentiment in this product review.

text:The airline estimated that the cancellation of its flights due to the closure of European airspace , and the process of recommencing traffic , have caused a the company a loss of EUR20m , including the costs of stranded passengers ' accommodation . label:Negative
","text:The airline estimated that the cancellation of its flights due to the closure of European airspace , and the process of recommencing traffic , have caused a the company a loss of EUR20m , including the costs of stranded passengers ' accommodation . label:Negative."
"instruction:Evaluate the sentiment in this news headline.

text:The contract incorporates a Convergent Charging rating solution for voice and data , which includes Internet , GPRS , SMS , MMS and WAP . label:Neutral
","text:The contract incorporates a Convergent Charging rating solution for voice and data , which includes Internet , GPRS , SMS , MMS and WAP . label:Neutral."
"instruction:Analyze the sentiment of this user review.

text:The company turned to earnings per share ( EPS ) of EUR 0.03 versus loss per share of EUR 0.01 . label:Positive
",text:The company turned to earnings per share ( EPS ) of EUR 0.03 versus loss per share of EUR 0.01 . label:Positive.
"instruction:Perform sentiment analysis on the sentence.

text:Operating profit totaled EUR 3.8 mn , down from EUR 4.5 mn in the corresponding period in 2005 . label:Negative
","text:Operating profit totaled EUR 3.8 mn , down from EUR 4.5 mn in the corresponding period in 2005 . label:Negative."
"instruction:Detect the sentiment in the following statement.

text:The hosting mobile terminal guides information flow between itself , the participating terminals , and optionally , with network servers that may assist the hosting mobile terminal . label:Neutral
","text:The hosting mobile terminal guides information flow between itself , the participating terminals , and optionally , with network servers that may assist the hosting mobile terminal . label:Neutral."
"instruction:Please classify the sentiment of this comment.

text:( ADP News ) - Oct 29 , 2008 - Finnish lifting equipment maker Konecranes Oyj ( OMX : KCR1V ) said today that its net profit rose to EUR 116.6 million ( USD 149.1 m ) in the first nine months of 2008 from EUR 73.6 million for the s label:Positive
","text:( ADP News ) - Oct 29 , 2008 - Finnish lifting equipment maker Konecranes Oyj ( OMX : KCR1V ) said today that its net profit rose to EUR 116.6 million ( USD 149.1 m ) in the first nine months of 2008 from EUR 73.6 million for the same period in 2007.."
"instruction:Determine the sentiment in this blog post.

text:Sanoma Magazines Finland 's net sales grew to EUR 140.1 mn from EUR 131.8 mn . label:Positive
",text:Sanoma Magazines Finland 's net sales grew to EUR 140.1 mn from EUR 131.8 mn . label:Positive.
"instruction:Classify the sentiment of this email.

text:Outotec 's delivery covers the engineering , supply and construction of a circulating fluid bed calcination plant with a capacity of 1,600 tons of alumina per day . label:Neutral
","text:Outotec 's delivery covers the engineering , supply and construction of a circulating fluid bed calcination plant with a capacity of 1,600 tons of alumina per day . label:Neutral."
"instruction:Perform sentiment analysis on the sentence.

text:In the second quarter of 2010 , the group 's net profit rose to EUR3 .1 m from EUR2 .5 m in April-June 2009 . label:Positive
","text:In the second quarter of 2010 , the group 's net profit rose to EUR3 .1 m from EUR2 .5 m in April-June 2009 . label:Positive."
"instruction:Evaluate the sentiment in this news headline.

text:Operating profit for the three-month period increased from EUR1 .2 m , while revenue increased from EUR20 .2 m , as compared to the corresponding period in 2005 . label:Positive
","text:Operating profit for the three-month period increased from EUR1 .2 m , while revenue increased from EUR20 .2 m , as compared to the corresponding period in 2005 . label:Positive."
"instruction:Evaluate the sentiment in the text message.

text:The company is listed on the Nordic Exchange in Helsinki . label:Neutral
",text:The company is listed on the Nordic Exchange in Helsinki . label:Neutral.
"instruction:Detect the sentiment in the following statement.

text:At the end of March 2009 , the company 's loans amounted to EUR 10.113 mn . label:Neutral
","text:At the end of March 2009 , the company 's loans amounted to EUR 10.113 mn . label:Neutral."
"instruction:Analyze the sentiment of this social media post.

text:Registration is required . label:Neutral
",text:Registration is required . label:Neutral.
"instruction:Evaluate the sentiment in the text message.

text:The purchase sum is about EUR 10mn US$ 12.97 mn . label:Neutral
",text:The purchase sum is about EUR 10mn US$ 12.97 mn . label:Neutral.
"instruction:Detect the sentiment in the following statement.

text:Originally posted to the PCMag.com security blog , Security Watch . label:Neutral
","text:Originally posted to the PCMag.com security blog , Security Watch . label:Neutral."
"instruction:Perform sentiment analysis on the sentence.

text:The value of the total investment is about EUR 600mn . label:Neutral
",text:The value of the total investment is about EUR 600mn . label:Neutral.
"instruction:Determine the sentiment in this blog post.

text:Elcoteq SE is listed on the Nasdaq OMX Helsinki Ltd. . label:Neutral
",text:Elcoteq SE is listed on the Nasdaq OMX Helsinki Ltd. label:Neutral.
"instruction:Please classify the sentiment of this comment.

text:Neste oil 's board proposed 1.00 eur dividend for the full-year 2007 , compared with 0.90 eur a year ago . label:Positive
","text:Neste oil 's board proposed 1.00 eur dividend for the full-year 2007 , compared with 0.90 eur a year ago . label:Positive."
"instruction:Determine the sentiment in this blog post.

text:The net sales of the whole fiscal year 2008 will be lower than in 2007 and operating profit is estimated to be negative . label:Negative
",text:The net sales of the whole fiscal year 2008 will be lower than in 2007 and operating profit is estimated to be negative . label:Negative.
"instruction:Please classify the sentiment of this comment.

text:Sarantel , based in Wellingborough , UK , designs high-performance antennas for portable wireless devices . label:Neutral
","text:Sarantel , based in Wellingborough , UK , designs high-performance antennas for portable wireless devices . label:Neutral."
"instruction:Classify the sentiment of this email.

text:The deal includes all rental equipment and related merchandise , the rental contract of the depot and two employees , the company said . label:Neutral
","text:The deal includes all rental equipment and related merchandise , the rental contract of the depot and two employees , the company said . label:Neutral."
"instruction:Detect the sentiment in the following statement.

text:He confirmed his view on July 6 . label:Neutral
",text:He confirmed his view on July 6 . label:Neutral.
"instruction:Classify the sentiment of this email.

text:Viking Line manages well with its current ferries . label:Positive
",text:Viking Line manages well with its current ferries . label:Positive.
"instruction:Evaluate the sentiment in the text message.

text:Kone 's net sales rose by some 14 % year-on-year in the first nine months of 2008 . label:Positive
",text:Kone 's net sales rose by some 14 % year-on-year in the first nine months of 2008 . label:Positive.
"instruction:Analyze the sentiment of this social media post.

text:Panostaja Oyj 's Board also decided at its organisational meeting held upon completion of the AGM to implement the AGM decision concerning Board member fees paid as shares in such a way that shares are transferred on a quarterly basis on the date following publication of the quarterly-annual report . label:Neutral
",text:Panostaja Oyj 's Board also decided at its organisational meeting held upon completion of the AGM to implement the AGM decision concerning Board member fees paid as shares in such a way that shares are transferred on a quarterly basis on the date following publication of the quarterly-annual report . label:Neutral.
"instruction:Determine the sentiment in this blog post.

text:A filter is used to pre-process packets to determine if they need to be further processed by the processor of the network device . label:Neutral
",text:A filter is used to pre-process packets to determine if they need to be further processed by the processor of the network device . label:Neutral.
"instruction:Analyze the sentiment of this social media post.

text:Vaisala 's net profit for the third quarter of 2007 dropped to 3.0 mln euro ( $ 4.3 mln ) from 6.8 mln euro ( $ 9.8 mln ) for the same period of 2006 . label:Negative
",text:Vaisala 's net profit for the third quarter of 2007 dropped to 3.0 mln euro ( $ 4.3 mln ) from 6.8 mln euro ( $ 9.8 mln ) for the same period of 2006 . label:Negative.
"instruction:Evaluate the sentiment in this news headline.

text:Seller is the Finnish Elcoteq Group , the largest European electronics manufacturing services company . label:Neutral
","text:Seller is the Finnish Elcoteq Group , the largest European electronics manufacturing services company . label:Neutral."
"instruction:Determine the sentiment in this blog post.

text:The value of the order is USD 2.3 mn . label:Neutral
",text:The value of the order is USD 2.3 mn . label:Neutral.
"instruction:Analyze the sentiment of this social media post.

text:Increase in the number of shares is based on the option rights which were granted to the management of the company under the stock option plan 2006 . label:Neutral
",text:Increase in the number of shares is based on the option rights which were granted to the management of the company under the stock option plan 2006 . label:Neutral.
"instruction:Please classify the sentiment of this comment.

text:The store is located in Poznan in a shopping center named Pestka , the company added . label:Neutral
","text:The store is located in Poznan in a shopping center named Pestka , the company added . label:Neutral."
"instruction:Perform sentiment analysis on the sentence.

text:Rautaruukki said construction group YIT has awarded it a 2.5 mln eur contract to supply the steel structures for a new bridge spanning the Kemijoki river in Northern Finland . label:Positive
",text:Rautaruukki said construction group YIT has awarded it a 2.5 mln eur contract to supply the steel structures for a new bridge spanning the Kemijoki river in Northern Finland . label:Positive.
"instruction:Classify the sentiment of this email.

text:Both operating profit and net sales for the six-month period increased , respectively from EUR18 .1 m and EUR127 .6 m , as compared to the corresponding period in 2006 . label:Positive
",label:Positive.
"instruction:Determine the sentiment in this blog post.

text:( ADP News ) - Feb 11 , 2009 - Finnish wood products technology supplier Raute Oyj ( HEL : RUTAV ) said today its net profit decreased to EUR 4.7 million ( USD 6.1 m ) for 2008 from EUR 6.6 million for 2007 . label:Negative
","text:( ADP News ) - Feb 11 , 2009 - Finnish wood products technology supplier Raute Oyj ( HEL : RUTAV ) said today its net profit decreased to EUR 4.7 million ( USD 6.1 m ) for 2008 from EUR 6.6 million for 2007 . label:Negative."
"instruction:Classify the sentiment of this email.

text:Altogether 150 subjects with mildly elevated cholesterol levels participated in the four-month long intervention . label:Neutral
",label:Neutral.
"instruction:Evaluate the sentiment in this news headline.

text:Finnish metal products company Componenta Oyj ( HEL : CTH1V ) said today its net loss narrowed to EUR 500,000 ( USD 680,000 ) in the last quarter of 2010 from EUR 5.3 million for the same period a year earlier . label:Positive
","text:Finnish metal products company Componenta Oyj ( HEL : CTH1V ) said today its net loss narrowed to EUR 500,000 ( USD 680,000 ) in the last quarter of 2010 from EUR 5.3 million for the same period a year earlier . label:Positive."
"instruction:Perform sentiment analysis on the sentence.

text:The Group also has a strong global position in other fishing categories . label:Positive
",text:The Group also has a strong global position in other fishing categories . label:Positive.
"instruction:Assess the sentiment in this product review.

text:Via the move , the company aims annual savings of some EUR3m , the main part of which are expected to be realized this year . label:Positive
","text:Via the move , the company aims annual savings of some EUR3m , the main part of which are expected to be realized this year . label:Positive."
"instruction:Please classify the sentiment of this comment.

text:He joined Rautakirja in 1997 to lead one of its four business areas and took up the position of President and CEO in 2001 . label:Neutral
",text:He joined Rautakirja in 1997 to lead one of its four business areas and took up the position of President and CEO in 2001 . label:Neutral.
"instruction:Determine the sentiment in this blog post.

text:Metsaliitto , however , narrowed its net loss for the second quarter of 2007 to 5.0 mln euro $ 6.9 mln from 61 mln euro $ 83.7 mln a year ago . label:Positive
","text:Metsaliitto , however , narrowed its net loss for the second quarter of 2007 to 5.0 mln euro $ 6.9 mln from 61 mln euro $ 83.7 mln a year ago . label:Positive."
"instruction:Please classify the sentiment of this comment.

text:Sales at the unit slumped last year after the industry was hit by poor snowfall in the major resorts in the winter of 2006-07 . label:Negative
",text:Sales at the unit slumped last year after the industry was hit by poor snowfall in the major resorts in the winter of 2006-07 . label:Negative.
"instruction:Evaluate the sentiment in the text message.

text:`` I am extremely delighted with this project and the continuation of cooperation with Viking Line . label:Positive
",instruction:Evaluate the sentiment in the text message..text:`` I am extremely delighted with this project and the continuation of cooperation with Viking Line . label:Positive.
"instruction:Evaluate the sentiment in the text message.

text:In the first nine months of 2010 , the company 's net loss narrowed to EUR415 ,000 from EUR7 .4 m for the corresponding period of 2009 . label:Positive
","text:In the first nine months of 2010 , the company 's net loss narrowed to EUR415 ,000 from EUR7 .4 m for the corresponding period of 2009 . label:Positive."
"instruction:Classify the sentiment of this email.

text:About 36 % of this came from Aspo Chemicals , 39 % from Aspo Shipping and 25 % from Aspo Systems . label:Neutral
","text:About 36 % of this came from Aspo Chemicals , 39 % from Aspo Shipping and 25 % from Aspo Systems . label:Neutral."
"instruction:Analyze the sentiment of this social media post.

text:The Whitehall Street Real Estate Funds invest in real estate and real estate related assets , principally through the acquisition of real estate companies , real property and mortgage loans . label:Neutral
","text:The Whitehall Street Real Estate Funds invest in real estate and real estate related assets , principally through the acquisition of real estate companies , real property and mortgage loans . label:Neutral."
"instruction:Analyze the sentiment of this social media post.

text:`` I 'm trying to deal with slavery from a different perspective to balance the story , '' says DeRamus , formerly a writer at the Detroit Free Press and the Detroit News . label:Neutral
","text:`` I 'm trying to deal with slavery from a different perspective to balance the story , '' says DeRamus , formerly a writer at the Detroit Free Press and the Detroit News . label:Neutral."
"instruction:Evaluate the sentiment in the text message.

text:Upon completion of the sale Proha would get some USD12 .7 m for its stake in Artemis . label:Neutral
",text:Upon completion of the sale Proha would get some USD12 .7 m for its stake in Artemis . label:Neutral.
"instruction:Analyze the sentiment of this user review.

text:BioTie North-American licensing partner Somaxon Pharmaceuticals started a phase II-III clinical study in patients suffering from pathological gambling and a pilot phase II study in nicotine addiction smoking cessation . label:Neutral
",text:BioTie North-American licensing partner Somaxon Pharmaceuticals started a phase II-III clinical study in patients suffering from pathological gambling and a pilot phase II study in nicotine addiction smoking cessation . label:Neutral.
"instruction:Perform sentiment analysis on the sentence.

text:Finnish lifting equipment maker Kone Oyj said on October 4 , 2007 it won an order worth 15 mln euro $ 21.2 mln to deliver a total of 53 custom designed elevators to Norwegian shipbuilder Aker Yards ASA . label:Positive
","label:Positive.instruction:Perform sentiment analysis on the sentence..text:Finnish lifting equipment maker Kone Oyj said on October 4 , 2007 it won an order worth 15 mln euro $ 21.2 mln to deliver a total of 53 custom designed elevators to Norwegian shipbuilder Aker Yards ASA . label:Positive."
"instruction:Analyze the sentiment of this user review.

text:ZAO YIT Moskovia builds housing in Moscow and its surrounding cities . label:Neutral
",text:ZAO YIT Moskovia builds housing in Moscow and its surrounding cities . label:Neutral.
"instruction:Please classify the sentiment of this comment.

text:ZAO YIT Moskovia builds housing in Moscow and its surrounding cities . label:Neutral
",text:ZAO YIT Moskovia builds housing in Moscow and its surrounding cities . label:Neutral.
"instruction:Please classify the sentiment of this comment.

text:The total number of voting rights is 74,612,523 . label:Neutral
","text:The total number of voting rights is 74,612,523 . label:Neutral."
"instruction:Perform sentiment analysis on the sentence.

text:Earnings per share for the quarter were also higher year-on-year at 0.33 eur versus 0.27 , and above market expectations of 0.28 eur . label:Positive
","text:Earnings per share for the quarter were also higher year-on-year at 0.33 eur versus 0.27 , and above market expectations of 0.28 eur . label:Positive."
"instruction:Classify the sentiment of this email.

text:The biggest sellers in the chain 's supermarkets in Finland are organic Pirkka tomatoes , carrots , eggs , and meat products . label:Neutral
","text:The biggest sellers in the chain 's supermarkets in Finland are organic Pirkka tomatoes , carrots , eggs , and meat products . label:Neutral."
"instruction:Detect the sentiment in the following statement.

text:Conference Call To participate via a conference call , please dial in 5-10 minutes before the beginning of the event : +44 0 20 7162 0025 Europe or +1 334-á323-á6201 USA . label:Neutral
","text:Conference Call To participate via a conference call , please dial in 5-10 minutes before the beginning of the event : +44 0 20 7162 0025 Europe or +1 334-á323-á6201 USA . label:Neutral."
"instruction:Analyze the sentiment of this user review.

text:Patrick Jeambar will also continue being responsible for Innovation and Health , safety and environment HSEA functions of Ahlstrom Corporation . label:Neutral
",label:Neutral.
"instruction:Evaluate the sentiment in this news headline.

text:The Group 's order portfolio decreased from EUR 42.9 mn in 9-2007 to EUR 33.3 mn in 2-2008 . label:Negative
",text:The Group 's order portfolio decreased from EUR 42.9 mn in 9-2007 to EUR 33.3 mn in 2-2008 . label:Negative.
"instruction:Analyze the sentiment of this user review.

text:Operating profit , excluding non-recurring items , totalled EUR 2.2 mn , down from EUR 2.7 mn in the corresponding period in 2008 . label:Negative
","text:Operating profit , excluding non-recurring items , totalled EUR 2.2 mn , down from EUR 2.7 mn in the corresponding period in 2008 . label:Negative."
"instruction:Analyze the sentiment of this user review.

text:Under the agreement , Larox will transfer 10 employees within engineering and documentation related to delivery projects and product maintenance in Finland to Etteplan as of January 1 , 2007 . label:Neutral
","text:Under the agreement , Larox will transfer 10 employees within engineering and documentation related to delivery projects and product maintenance in Finland to Etteplan as of January 1 , 2007 . label:Neutral."
"instruction:Perform sentiment analysis on the sentence.

text:Finnish Bank of +àland reports its operating profit rose to EUR 21.3 mn in the second quarter of 2009 from EUR 6.1 mn in the corresponding period in 2008 . label:Positive
",text:Finnish Bank of +àland reports its operating profit rose to EUR 21.3 mn in the second quarter of 2009 from EUR 6.1 mn in the corresponding period in 2008 . label:Positive.
"instruction:Evaluate the sentiment in the text message.

text:In the first nine months of 2010 , the company 's net loss narrowed to EUR415 ,000 from EUR7 .4 m for the corresponding period of 2009 . label:Positive
","text:In the first nine months of 2010 , the company 's net loss narrowed to EUR415 ,000 from EUR7 .4 m for the corresponding period of 2009 . label:Positive."
"instruction:Perform sentiment analysis on the sentence.

text:Panostaja , headquartered in Tampere , Finland , is an investment company focusing on small and medium-sized Finnish companies operating in the traditional industries . label:Neutral
","text:Panostaja , headquartered in Tampere , Finland , is an investment company focusing on small and medium-sized Finnish companies operating in the traditional industries . label:Neutral."
"instruction:Determine the sentiment in this blog post.

text:The estimated value of the deal is USD 9.2 million . label:Neutral
",text:The estimated value of the deal is USD 9.2 million . label:Neutral.
"instruction:Detect the sentiment in the following statement.

text:Scanfil issued a profit warning on 10 April 2006 . label:Negative
",text:Scanfil issued a profit warning on 10 April 2006 . label:Negative.
"instruction:Detect the sentiment in the following statement.

text:Okmetic revised its 2010 financial outlook based on its order book . label:Neutral
",text:Okmetic revised its 2010 financial outlook based on its order book . label:Neutral.
"instruction:Please classify the sentiment of this comment.

text:Eero Katajavuori , currently Group Vice President , Human Resources , will take a year-long sabbatical starting from October 1 , 2010 . label:Neutral
","text:Eero Katajavuori , currently Group Vice President , Human Resources , will take a year-long sabbatical starting from October 1 , 2010 . label:Neutral."
"instruction:Perform sentiment analysis on the sentence.

text:The total value of the contract is some EUR 8 million . label:Neutral
",text:The total value of the contract is some EUR 8 million . label:Neutral.
"instruction:Analyze the sentiment of this user review.

text:Metso expects its net sales to increase by about 10 % in 2008 , at comparable exchange rates . label:Positive
","text:Metso expects its net sales to increase by about 10 % in 2008 , at comparable exchange rates . label:Positive."
"instruction:Detect the sentiment in the following statement.

text:Sanoma Magazines Finland 's net sales grew to EUR 140.1 mn from EUR 131.8 mn . label:Positive
",label:Positive.
"instruction:Perform sentiment analysis on the sentence.

text:The copying , republication or redistribution of AFX News Content , inculding by framing or similar means , is expressly prohibited without the prior written consent of AFX News . label:Neutral
","text:The copying , republication or redistribution of AFX News Content , inculding by framing or similar means , is expressly prohibited without the prior written consent of AFX News . label:Neutral."
"instruction:Detect the sentiment in the following statement.

text:Both operating profit and net sales for the 12-month period increased , respectively from EUR20 .8 m and EUR177 .7 m , as compared to the financial year 2004 . label:Positive
","text:Both operating profit and net sales for the 12-month period increased , respectively from EUR20 .8 m and EUR177 .7 m , as compared to the financial year 2004 . label:Positive."
"instruction:Evaluate the sentiment in the text message.

text:The above mentioned shareholders will suggest that a monthly salary of EUR 1,400 would be paid for the Board members outside the company . label:Neutral
","text:The above mentioned shareholders will suggest that a monthly salary of EUR 1,400 would be paid for the Board members outside the company . label:Neutral."
"instruction:Detect the sentiment in the following statement.

text:Both operating profit and net sales for the 12-month period increased , respectively from EUR4 .7 m and EUR26 .7 m , as compared to 2004 . label:Positive
","text:Both operating profit and net sales for the 12-month period increased , respectively from EUR4 .7 m and EUR26 .7 m , as compared to 2004 . label:Positive."
"instruction:Detect the sentiment in the following statement.

text:Shares of Standard Chartered ( STAN ) rose 1.2 % in the FTSE 100 , while Royal Bank of Scotland ( RBS ) shares rose 2 % and Barclays shares ( BARC ) ( BCS ) were up 1.7 % . label:Positive
","text:Shares of Standard Chartered ( STAN ) rose 1.2 % in the FTSE 100 , while Royal Bank of Scotland ( RBS ) shares rose 2 % and Barclays shares ( BARC ) ( BCS ) were up 1.7 % . label:Positive."
"instruction:Analyze the sentiment of this user review.

text:TietoEnator was down 1.13 pct to 18.38 , extending recent lows after last week 's second-quarter report , dealers said . label:Negative
","text:TietoEnator was down 1.13 pct to 18.38 , extending recent lows after last week 's second-quarter report , dealers said . label:Negative."
"instruction:Determine the sentiment in this blog post.

text:HELSINKI AFX - KCI Konecranes said it has won an order for four hot metal ladle cranes from Indian steel producer Bhushan Steel and Strips Ltd. . label:Positive
",text:HELSINKI AFX - KCI Konecranes said it has won an order for four hot metal ladle cranes from Indian steel producer Bhushan Steel and Strips Ltd. . label:Positive.
"instruction:Classify the sentiment of this email.

text:In August-October 2010 , the company 's result before taxes totalled EUR 9.6 mn , up from EUR 0.5 mn in the corresponding period in 2009 . label:Positive
","text:In August-October 2010 , the company 's result before taxes totalled EUR 9.6 mn , up from EUR 0.5 mn in the corresponding period in 2009 . label:Positive."
"instruction:Assess the sentiment in this product review.

text:( ADP News ) - Feb 9 , 2009 - Finnish computer services company Proha Oyj ( HEL : ART1V ) said today its net loss narrowed to EUR 113,000 ( USD 146,000 ) for 2008 from EUR 1.2 million for 2007 . label:Positive
","text:( ADP News ) - Feb 9 , 2009 - Finnish computer services company Proha Oyj ( HEL : ART1V ) said today its net loss narrowed to EUR 113,000 ( USD 146,000 ) for 2008 from EUR 1.2 million for 2007 . label:Positive."
"instruction:Evaluate the sentiment in the text message.

text:The power generated annually by Loviisa covers about 10 % of Finland 's electricity consumption . label:Neutral
",text:The power generated annually by Loviisa covers about 10 % of Finland 's electricity consumption . label:Neutral.
